vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisCULT2,outcome,CUL2 Self-Awareness,Culture – CUL2 Self-Awareness – students will be able to articulate an understanding of themselves as part of culture(s) with rich historical perspectives through the study of works of culture. ,CULT2,highest,,active,3,4,Advanced: Demonstrates a sophisticated and multi-layered  ability to articulate an understanding of  themselves as part of culture(s) with rich  historical perspectives through the study of  works of culture.,3,Proficient: Demonstrates an advanced ability to articulate an understanding of themselves as part of culture(s) with rich historical perspectives through the study of works of culture.,2,Progressing: Demonstrates a basic ability to articulate an understanding of themselves as part of culture(s) with rich historical perspectives through the study of works of culture.,1,Beginning: Demonstrates a partial ability to articulate an  understanding of themselves as part of culture(s) with rich historical perspectives through the study of works of culture.,0,Unsatisfactory: Demonstrates little ability to articulate an understanding of themselves as part of culture(s) with rich historical perspectives through the study of works of culture.
