vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisCULT1,outcome,CUL1 Interpretation,"Culture – CUL1 Interpretation – students will be able to demonstrate an ability to interpret cultural works and practices, including but not limited to art, music, theater, literature, language, history, philosophy and religion, as part of a broader culture, and justify those interpretations with an understanding of the interpretive process.",CULT1,highest,,active,3,4,Advanced: Demonstrates a sophisticated and multi-layered  ability to interpret cultural works and practices as  part of a broader culture.,3,Proficient: Demonstrates an advanced ability to interpret  cultural works and practices as part of a  broader culture.,2,Progressing: Demonstrates a basic ability to interpret cultural works and practices as part of a broader culture.,1,Beginning: Demonstrates a partial ability to interpret cultural works and practices as part of a broader culture.,0,Unsatisfactory: Demonstrates little ability to interpret cultural  works and practices as part of a broader culture.
