vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisQNT2,outcome,QNT2 Analyze information,Quantitative Literacy – QNT2 Analyze information – Students analyze information presented in multiple mathematical forms.  ,QNT2,highest,,active,3,4,"Advanced: Students examine the structure of information presented symbolically, graphically, numerically, and verbally, and explain the concepts methodically and in detail.",3,Proficient: Students examine the structure of information in three of the four forms listed in the Level 4 description and explain the concepts methodically and in detail.,2,Progressing: Students examine the structure of information in two of the four forms listed in the Level 4 description and explain the concepts methodically and in detail.,1,Beginning: of the four forms listed in the Level 4 description and,0,Unsatisfactory: Students are unable to examine the structure of information in the four forms listed in the Level 4 description and cannot explain the concepts methodically or in detail.
