vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisCOLL1,outcome,COL1 Individual Contribution,Collaboration – COL1 Individual Contribution – Students completes all assigned tasks by their deadlines in a thorough and comprehensive manner that advances the overall project aims. ,COLL1,highest,,active,3,4,"Advanced: Completes all assigned tasks by deadline; work accomplished is thorough, comprehensive, and advances the project. Proactively helps other team members complete their assigned tasks to a similar level of excellence.",3,"Proficient: Completes all assigned tasks by deadline; work accomplished is thorough, comprehensive, and advances the project.",2,Progressing: Completes all assigned tasks by deadline; work accomplished advances the project.,1,Beginning: Completes all assigned tasks by deadline.,0,Unsatisfactory: Impedes the project by failing to complete assigned tasks by deadline.
