vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisPROB2,outcome,PRB2 Gathering evidence,Problem Solving – PRB2 Gathering evidence – Students will gather and analyze credible evidence in order to determine its validity for application to a problem. ,PROB2,highest,,active,3,4,Advanced: Evidence is gathered and comprehensively evaluated to determine its application to a problem,3,Proficient: Evidence is gathered and competently evaluated to determine its application to a problem,2,"Progressing: Evidence is gathered, but not enough to competently evaluate its application to a problem",1,"Beginning: Evidence is gathered, but lacks sufficient quality or evaluation of its application to a problem",0,Unsatisfactory: No evidence is gathered or there is no attempt to evaluate its application to a problem
