vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisDIVG4,outcome,DIVG4 Synthesize values,"Diversity (Global) – DIVG4 Synthesize values – Students will synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems. ",DIVG4,highest,,active,3,4,"Advanced: Demonstrate a sophisticated and multi-layered ability to synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems.",3,"Proficient: Demonstrate an advanced ability to synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems.",2,"Progressing: Demonstrate a basic ability to synthesize a spectrum  of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems.",1,"Beginning: Demonstrate a partial ability to synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems.",0,"Unsatisfactory: Demonstrates little ability to synthesize a spectrum  of beliefs, values, and attitudes from across the globe  and situate their own views within the context of  these cultural systems."
