vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisSSOC1,outcome,SOC1 Self,"Self and Society – SOC1 Self – Students using social science theory and methods will be able to describe conceptions of self, others and social systems. ",SSOC1,highest,,active,3,4,Advanced: ,3,Proficient: ,2,Progressing: ,1,Beginning: ,0,Unsatisfactory: 
