vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,mastery_points,ratings,,,,,,,,,
FerrisNSCI1,outcome,SCI1 Utilize concepts,"Natural Sciences – SCI1 Utilize concepts – Students correctly apply, analyze, or evaluate information using discipline-specific facts and concepts. ",NSCI1,highest,,active,3,4,"Advanced: Students correctly analyze, apply, and/or evaluate all, or nearly all, of the discipline-specific concepts measured.",3,"Proficient: Students correctly analyze, apply, and/or evaluate most of the discipline-specific concepts measured.",2,"Progressing: Students correctly analyze, apply, and/or evaluate some of the discipline-specific concepts measured.",1,"Beginning: Students correctly analyze, apply, and/or evaluate very few of the discipline-specific concepts measured.",0,"Unsatisfactory: Students do not analyze, apply, and/or evaluate the discipline-specific concepts measured."
